Gloria,Alexander,F,5960 Manitowish Trail,Rio Dell,galexander@feedmix.name,3.5896E+15,jcb,"$424,043.27",47
Bonnie,Bradley,M,400 Canary Pass,Garden Grove,bbradley@dynazzy.name,5.10875E+15,mastercard,"$144,160.96",48
Julie,Nelson,M,0892 Declaration Way,Torrance,jnelson@oyondu.gov,3.05E+13,diners-club-carte-blanche,"$940,244.24",49
Nicholas,Wood,F,69 Eggendart Road,Emeryville,nwood@jabberstorm.edu,3.57729E+15,jcb,"$663,427.98",50
Sean,Willis,F,6 Kipling Alley,Sausalito,swillis@rhynyx.net,3.56254E+15,jcb,"$349,943.14",51
Debra,Bell,F,1939 Melvin Trail,Hercules,dbell@wikido.biz,3.57527E+15,jcb,"$515,402.68",52
Deborah,Barnes,M,78 Johnson Parkway,Hayward,dbarnes@trudoo.com,6.37081E+15,instapayment,"$630,080.05",53
Donna,Medina,F,35939 Maple Wood Plaza,Loma Linda,dmedina@leenti.net,3.58297E+15,jcb,"$880,902.24",54
Sean,Kelley,F,6382 Forest Dale Crossing,Victorville,skelley@skinte.biz,3.5615E+15,jcb,"$141,467.19",55
Aaron,Bishop,M,201 Morning Lane,Arcadia,abishop@livetube.info,3.04E+13,diners-club-carte-blanche,"$201,043.75",56
Emily,Gomez,M,793 Harbort Terrace,Loyalton,egomez@blogtag.gov,4.74E+12,visa,"$698,588.48",57
Carlos,Hudson,M,52856 Kipling Court,Sonora,chudson@fivechat.net,3.58745E+15,jcb,"$349,225.25",58
Doris,Richards,F,27 Nova Lane,La Palma,drichards@jabberstorm.name,5.47019E+15,diners-club-us-ca,"$733,579.45",59
Ernest,Nelson,F,0757 Paget Lane,Hughson,enelson@tagcat.edu,3.56304E+15,jcb,"$123,466.34",60
Tammy,Parker,M,6 Pennsylvania Terrace,Compton,tparker@eare.info,3.54238E+15,jcb,"$489,516.59",61
Joshua,Russell,F,30 Dennis Hill,Beverly Hills,jrussell@jabbersphere.edu,3.5777E+15,jcb,"$515,611.06",62
Rebecca,Bell,F,9519 Truax Place,Azusa,rbell@reallinks.mil,3.03E+13,diners-club-carte-blanche,"$600,369.33",63
Irene,Stone,F,90 Mitchell Terrace,Fremont,istone@meeveo.org,6.3311E+18,switch,"$816,385.47",64
Stephen,Johnson,F,72 3rd Center,Cathedral City,sjohnson@ailane.info,6.0491E+16,maestro,"$813,768.59",65
Russell,Miller,F,25438 Commercial Park,Hermosa Beach,rmiller@wikivu.info,3.54849E+15,jcb,"$809,909.39",66
Anna,Price,M,79 Lukken Place,Lafayette,aprice@bubblebox.gov,5.00766E+15,mastercard,"$406,135.79",67
Pamela,Morgan,F,582 Buena Vista Crossing,Gonzales,pmorgan@oloo.edu,5.60223E+15,bankcard,"$483,791.39",68
Christopher,Hall,M,9243 Bluestem Way,Malibu,chall@katz.gov,3.58643E+15,jcb,"$755,281.55",69
Larry,Hanson,F,157 Carey Center,Dana Point,lhanson@flashset.gov,3.55647E+15,jcb,"$949,772.39",70
Amanda,Woods,F,183 Daystar Road,King City,awoods@browsezoom.name,3.72E+14,americanexpress,"$27,586.20",71
Matthew,Daniels,M,48534 Buell Plaza,Portola,mdaniels@buzzbean.gov,2.01E+14,diners-club-enroute,"$990,902.67",72
George,Perry,M,20 Hoffman Parkway,Vista,gperry@talane.net,3.55158E+15,jcb,"$776,392.80",73
Janet,Hughes,F,58 Washington Avenue,Aliso Viejo,jhughes@topicstorm.biz,3.55595E+15,jcb,"$388,751.22",74
Louis,Davis,M,10 Lukken Plaza,Lake Elsinore,ldavis@eadel.edu,6.70924E+17,laser,"$569,796.96",75
Robin,Morales,M,3280 Canary Alley,Fort Jones,rmorales@flipstorm.info,5.64183E+18,switch,"$362,753.03",76
Rose,Harper,F,66 Onsgard Center,Del Rey Oaks,rharper@jayo.biz,6.76712E+18,solo,"$15,846.62",77
Jane,Gardner,M,39609 Parkside Circle,Hayward,jgardner@edgeify.edu,3.03E+13,diners-club-carte-blanche,"$491,849.01",78
Sandra,Frazier,M,935 Hallows Pass,Norwalk,sfrazier@rhybox.com,5.89304E+16,maestro,"$218,156.62",79
James,Washington,M,59982 Sommers Road,Palm Desert,jwashington@fliptune.info,3.53E+15,jcb,$610.89,80
Keith,Franklin,F,02113 Fuller Avenue,Tiburon,kfranklin@mudo.com,3.55E+15,jcb,"$659,762.76",81
Margaret,Grant,M,7 Vermont Crossing,Redlands,mgrant@dabvine.biz,3.05E+13,diners-club-carte-blanche,-$52.83,82
Amy,Wheeler,F,670 Mariners Cove Lane,Calistoga,awheeler@yombu.edu,3.54682E+15,jcb,"$63,093.02",83
Barbara,Long,F,59321 Little Fleur Place,Capitola,blong@tagchat.org,3.02E+13,diners-club-carte-blanche,"$578,918.67",84
Larry,Ryan,M,38732 Sachs Park,Laguna Niguel,lryan@cogibox.net,5.01012E+15,mastercard,"$549,782.31",85
Ronald,Mason,F,88968 Pankratz Park,Corte Madera,rmason@babbleblab.org,3.60E+13,diners-club-international,"$195,033.58",86
William,Jones,F,17739 Sloan Alley,Hillsborough,wjones@edgepulse.name,3.56E+15,jcb,"$401,142.22",87
Eric,Fowler,M,18470 Union Parkway,South El Monte,efowler@twitterworks.name,3.57538E+15,jcb,"$440,376.70",88
Robert,Wagner,M,48920 Riverside Point,Orinda,rwagner@gabtype.mil,3.56995E+15,jcb,"$208,271.90",89
Shirley,Collins,M,58893 Utah Place,La Verne,scollins@trudoo.biz,3.58277E+15,jcb,"$901,509.78",90
Alice,Simmons,F,74 Tennessee Center,Seaside,asimmons@skipstorm.biz,3.54646E+15,jcb,"$968,547.41",91
Lisa,Simpson,F,7729 Crownhardt Drive,Ontario,lsimpson@brainlounge.com,3.53578E+15,jcb,"$661,503.73",92
Benjamin,Phillips,M,51 Schlimgen Street,Santa Clarita,bphillips@rhybox.edu,3.55175E+15,jcb,"$430,698.94",93
Ruth,Gutierrez,F,8 Ridgeview Alley,Imperial Beach,rgutierrez@livez.mil,3.53324E+15,jcb,"$374,100.16",94
Jessica,Frazier,M,9620 Delladonna Terrace,Rialto,jfrazier@skajo.biz,4.91164E+15,switch,"$938,194.71",95
Earl,Garrett,M,0 Dapin Circle,San Juan Bautista,egarrett@oodoo.edu,3.57671E+15,jcb,"$962,228.33",96
Virginia,Duncan,F,63 Pine View Avenue,Rocklin,vduncan@skiba.gov,3.56102E+15,jcb,"$835,599.02",97
Ernest,Hayes,F,43135 Moulton Trail,Colusa,ehayes@realcube.org,3.58973E+15,jcb,"$331,755.19",98
Wanda,Williams,F,59 Derek Center,Exeter,wwilliams@meevee.name,3.58085E+15,jcb,"$934,941.47",99
Gerald,Stevens,F,269 Raven Avenue,Pico Rivera,gstevens@photojam.net,2.02E+14,diners-club-enroute,"$70,611.84",100
Deborah,Nguyen,F,602 Farmco Crossing,Fillmore,dnguyen@riffpedia.name,3.56131E+15,jcb,"$905,087.71",101
Harold,Montgomery,F,5 Sauthoff Crossing,Hemet,hmontgomery@muxo.mil,2.02E+14,diners-club-enroute,"$458,145.87",102
Dennis,Mcdonald,M,74 Sherman Hill,Cloverdale,dmcdonald@meejo.org,3.53729E+15,jcb,"$814,407.13",103
Ruth,Mccoy,M,2216 Warbler Street,Poway,rmccoy@snaptags.name,5.89382E+15,maestro,"$824,207.86",104
Frank,Hayes,M,13 Thierer Way,Hayward,fhayes@innoz.gov,3.57128E+15,jcb,"$754,810.67",105
Mildred,Andrews,F,5418 Dunning Park,La Puente,mandrews@jabbersphere.info,6.77109E+17,laser,"$703,986.20",106
Marilyn,Coleman,F,84 Canary Center,Suisun City,mcoleman@zoombeat.mil,6.3342E+17,solo,"$243,654.65",107
Jeremy,Lee,F,3 Shopko Terrace,Cotati,jlee@zoonoodle.mil,5.10018E+15,mastercard,"$546,061.97",108
Antonio,Dixon,F,2037 Hovde Terrace,Signal Hill,adixon@meetz.name,3.56E+15,jcb,"$43,253.71",109
Roy,Mendoza,M,1191 Nevada Street,Imperial Beach,rmendoza@shufflebeat.net,3.56574E+15,jcb,"-$4,276.48",110
Jane,Rogers,F,75 Prentice Pass,Emeryville,jrogers@wordpedia.com,3.58574E+15,jcb,"$140,186.13",111
Paul,Long,M,48592 Sloan Road,Calistoga,plong@gevee.org,3.57785E+15,jcb,"$772,486.17",112
Jose,Greene,F,309 Eliot Road,Malibu,jgreene@brainlounge.gov,3.53647E+15,jcb,"$899,374.36",113
Ruby,Flores,M,00 Debs Place,Cerritos,rflores@jayo.name,3.54545E+15,jcb,"$307,051.27",114
Ernest,Allen,M,34195 Transport Alley,Albany,eallen@zoovu.info,4.9134E+15,visa-electron,"$616,669.79",115
George,King,M,774 Declaration Point,Oakley,gking@camido.info,3.58971E+15,jcb,"$551,261.49",116
Doris,Shaw,F,67351 Anderson Lane,Brea,dshaw@quimba.gov,3.5809E+15,jcb,"$840,229.74",117
Donald,Taylor,F,1 Clove Circle,Fountain Valley,dtaylor@edgepulse.org,3.53527E+15,jcb,"$470,737.41",118
Frank,Owens,F,56327 Anthes Way,Petaluma,fowens@innotype.net,6.7676E+17,solo,"$556,013.16",119
Rebecca,Reed,M,02 Scott Hill,Weed,rreed@photofeed.mil,5.60224E+15,bankcard,"$467,081.05",120
Bonnie,Flores,M,0 Carey Center,Willows,bflores@ntags.gov,5.60222E+15,bankcard,"$531,178.43",121
Rachel,Little,F,3933 Eliot Court,Santa Clara,rlittle@skaboo.mil,3.55176E+15,jcb,"$731,612.84",122
Carol,Long,F,01 Chinook Pass,Sonora,clong@youfeed.biz,2.02E+14,diners-club-enroute,"$74,119.73",123
Jeremy,Dean,F,9051 Carberry Plaza,Half Moon Bay,,3.54632E+15,jcb,"$130,068.12",124
Heather,Chapman,F,855 Loomis Plaza,Petaluma,hchapman@brainbox.org,3.5639E+15,jcb,"$902,359.64",125
Rose,Harrison,M,56 Northridge Terrace,Mission Viejo,rharrison@flashset.edu,5.11493E+15,mastercard,"$944,796.38",126
Ann,Bowman,F,05497 Golf Junction,Galt,abowman@tagtune.mil,5.61E+15,bankcard,"$354,393.71",127
Frances,Collins,F,23 Mcguire Hill,Walnut Creek,fcollins@twinder.gov,5.00235E+15,mastercard,"$114,205.81",128
Gerald,Bradley,F,0 Judy Plaza,Patterson,gbradley@mycat.com,3.57964E+15,jcb,"$452,569.94",129
Margaret,Medina,F,87 Browning Drive,San Leandro,mmedina@jatri.com,3.57872E+15,jcb,"$901,102.50",130
Martin,Jordan,M,60370 Mesta Lane,Palos Verdes Estates,mjordan@tanoodle.gov,3.56522E+15,jcb,"$785,688.56",131
Aaron,Webb,M,24969 Hoard Street,Vallejo,,6.7619E+18,maestro,"$344,396.50",132
Timothy,Warren,F,3409 Butternut Road,Chula Vista,twarren@linkbuzz.info,3.54782E+15,jcb,"$60,434.47",133
Janet,Jacobs,F,48 Dottie Crossing,Corning,jjacobs@livez.gov,5.24213E+15,mastercard,"$453,545.62",134
Donna,Chapman,F,85099 Carey Lane,Lodi,dchapman@tagtune.edu,3.53373E+15,jcb,"$37,822.69",135
Judy,Williams,M,085 Cherokee Drive,Placentia,jwilliams@buzzbean.org,3.54512E+15,jcb,"$62,194.39",136
Victor,Hicks,M,06795 7th Park,Blythe,vhicks@gabtype.biz,3.55921E+15,jcb,"$420,089.65",137
Katherine,Hanson,F,2276 Carberry Way,Calexico,khanson@skajo.gov,3.55E+15,jcb,"$224,259.54",138
Thomas,Anderson,F,56 Rowland Circle,San Anselmo,tanderson@jetwire.name,3.54443E+15,jcb,"$900,228.88",139
Walter,Roberts,M,66 Grayhawk Center,McFarland,wroberts@zoomdog.mil,3.5377E+15,jcb,"$385,928.12",140
Sharon,Cooper,F,7 Arrowood Court,Morro Bay,scooper@fanoodle.info,3.70E+13,diners-club-international,"$232,001.07",141
Amanda,Burke,F,418 Service Trail,Gardena,aburke@jaxspan.biz,3.56865E+15,jcb,"$514,535.42",142
Steve,Peters,F,96 7th Point,Laguna Woods,speters@browsecat.net,5.00767E+15,mastercard,"$390,538.78",143
Virginia,Miller,M,610 Bultman Crossing,Dunsmuir,vmiller@roombo.info,3.53E+15,jcb,"$636,200.81",144
Irene,Reid,F,71301 Algoma Place,Sutter Creek,ireid@zoomdog.biz,3.57E+15,jcb,"$501,188.74",145
Alan,Flores,M,8 Pine View Center,Eureka,aflores@lajo.com,3.58074E+15,jcb,"$852,299.62",146
Carolyn,Martinez,M,96209 Coleman Circle,La Mesa,cmartinez@devshare.com,3.54628E+15,jcb,"$354,445.36",147
Victor,White,F,274 Manley Plaza,Rancho Santa Margarita,vwhite@pixonyx.net,3.55173E+15,jcb,"$326,200.68",148
Dorothy,Smith,M,84 Eastlawn Alley,Atwater,dsmith@dazzlesphere.org,3.56E+15,jcb,"$835,941.22",149
Lillian,Evans,F,71256 Veith Road,Benicia,levans@dabfeed.org,3.5735E+15,jcb,"$951,482.38",150
Anthony,Wood,M,503 Karstens Crossing,Perris,awood@skimia.com,3.58231E+15,jcb,"$773,188.36",151
Stephanie,Palmer,F,088 Cherokee Hill,Duarte,spalmer@jamia.gov,3.68E+13,diners-club-international,"$407,443.37",152
Raymond,Fowler,M,8 Sunnyside Way,Pinole,rfowler@devcast.biz,6.33451E+17,solo,"$691,071.93",153
Richard,Bailey,F,862 Menomonie Court,Laguna Niguel,rbailey@eabox.gov,5.61095E+16,china-unionpay,"$402,328.89",154
Mildred,Hudson,M,27637 West Terrace,Greenfield,mhudson@topicshots.info,3.57031E+15,jcb,"$58,133.21",155
Helen,Sims,M,0934 Knutson Terrace,La Palma,hsims@edgewire.mil,3.54606E+15,jcb,"$855,765.58",156
Theresa,Smith,F,52 Northport Park,West Covina,tsmith@gabspot.info,4.50873E+15,visa-electron,"$102,451.31",157
Carlos,Ward,M,4 Barby Crossing,Saratoga,cward@zoomlounge.gov,3.58E+15,jcb,"$68,951.09",158
Christine,Nelson,M,41046 Dixon Road,Roseville,cnelson@brainlounge.com,3.55883E+15,jcb,"$50,918.82",159
Ronald,Marshall,F,50976 Corscot Lane,Calipatria,rmarshall@lazzy.gov,5.61091E+15,bankcard,"$770,155.18",160
Evelyn,Turner,F,69310 Carey Street,Oakland,eturner@feedspan.biz,6.77193E+17,laser,"$709,732.23",161
Amanda,Wagner,M,82943 Forest Road,Corcoran,awagner@skyvu.edu,5.60225E+16,china-unionpay,"$339,115.26",162
Carl,Alexander,F,753 Mendota Court,Amador City,calexander@centizu.name,5.33771E+15,mastercard,"$643,597.02",163
Julie,Holmes,M,65 Center Circle,Galt,jholmes@devpulse.gov,5.60222E+15,bankcard,"$330,296.69",164
Scott,Snyder,F,4 Packers Street,Costa Mesa,ssnyder@jabbercube.com,5.10014E+15,mastercard,"$915,145.96",165
Phillip,Hunter,M,5 Pearson Junction,Santa Clarita,phunter@voonte.biz,3.5569E+15,jcb,"$710,323.00",166
Kathy,Medina,M,192 Debra Road,Mendota,kmedina@layo.info,2.02E+14,diners-club-enroute,"$828,604.50",167
Betty,Russell,M,6 Mifflin Avenue,Palos Verdes Estates,brussell@thoughtstorm.net,3.54394E+15,jcb,"$40,248.38",168
Ralph,Robertson,M,90 Beilfuss Center,Sebastopol,rrobertson@flipbug.info,4.92E+15,visa-electron,"$453,596.04",169
Michelle,Robertson,F,7 Vernon Drive,Westminster,mrobertson@shufflester.biz,3.55687E+15,jcb,"$564,978.74",170
Craig,Williamson,F,6822 Pond Pass,National City,cwilliamson@tagcat.mil,3.54567E+15,jcb,"$38,822.78",171
Fred,West,M,3813 Utah Avenue,Baldwin Park,fwest@twitterbeat.net,3.53267E+15,jcb,"$858,139.13",172
Catherine,Williams,F,660 1st Pass,Mission Viejo,cwilliams@blogtags.edu,3.58711E+15,jcb,"$567,057.98",173
Stephen,Campbell,F,9392 Bobwhite Point,Huntington Beach,scampbell@jabberbean.com,6.39632E+15,instapayment,"$511,275.72",174
Carl,Reid,M,40 Hagan Point,Shafter,creid@oodoo.biz,5.60221E+16,china-unionpay,"$855,903.98",175
Linda,Morris,M,6 Twin Pines Lane,Burbank,lmorris@jabberbean.name,3.57E+15,jcb,"$187,977.21",176
Deborah,Hayes,M,6 Kedzie Avenue,Petaluma,dhayes@skaboo.info,3.5469E+15,jcb,"$109,135.36",177
Russell,Peters,M,2489 Petterle Circle,Santa Clarita,rpeters@twitterlist.info,3.58608E+15,jcb,"$732,008.57",178
Todd,Gordon,M,30 Clyde Gallagher Lane,Huntington Beach,,3.58258E+15,jcb,"$220,490.87",179
Joyce,Anderson,F,1 Forest Run Hill,Tehachapi,janderson@kimia.gov,5.60226E+15,bankcard,"$146,966.65",180
Amy,Lawson,M,9305 Cascade Plaza,Ridgecrest,alawson@youspan.mil,3.38E+14,americanexpress,"$232,041.50",181
Judith,Romero,M,687 International Hill,Atwater,jromero@yodel.mil,3.75E+14,americanexpress,"$566,171.16",182
Matthew,Cruz,M,2 Glacier Hill Alley,Montebello,mcruz@kayveo.gov,3.58161E+15,jcb,"$690,017.51",183
Laura,Moreno,F,1758 Iowa Center,Palos Verdes Estates,lmoreno@skynoodle.org,5.00767E+15,mastercard,"$270,085.86",184
Craig,Knight,F,74313 Longview Crossing,Santee,cknight@mybuzz.edu,3.57671E+15,jcb,"$857,799.40",185
Carlos,Ray,F,06973 Melody Point,Cupertino,cray@leenti.gov,3.05E+13,diners-club-carte-blanche,"$740,962.06",186
Steven,Taylor,F,3 Prairieview Trail,Laguna Beach,staylor@riffpath.info,4.93658E+17,switch,"$794,467.29",187
Martin,Sanders,F,67 Milwaukee Court,Concord,msanders@photospace.name,6.77152E+16,laser,"$75,871.58",188
Wanda,Powell,M,85 Little Fleur Way,Pacific Grove,wpowell@blogspan.biz,3.74E+14,americanexpress,"$767,021.75",189
Tina,Stevens,F,175 Moland Pass,Temple City,tstevens@yoveo.org,4.90332E+17,switch,"$880,807.92",190
Patricia,West,M,01022 Muir Lane,Anaheim,pwest@gabvine.gov,3.5368E+15,jcb,"$107,845.15",191
Randy,Jackson,M,4655 Brown Parkway,San Pablo,rjackson@voomm.org,3.52945E+15,jcb,"$742,861.34",192
Tina,Henderson,F,31 Bayside Park,Waterford,thenderson@gabtune.mil,3.57291E+15,jcb,"$695,909.23",193
Jennifer,Hart,M,27727 Butternut Parkway,Bakersfield,jhart@vinte.net,3.56441E+15,jcb,"$133,369.68",194
Deborah,Cruz,M,379 Bellgrove Avenue,San Francisco,dcruz@katz.mil,3.57533E+15,jcb,"$255,771.28",195
Gerald,Nguyen,F,6246 Walton Pass,San Marcos,gnguyen@eire.mil,3.57446E+15,jcb,"$132,062.29",196
Denise,Bell,M,04 Maywood Parkway,Sausalito,dbell@jaxbean.com,5.20E+15,mastercard,"$419,618.51",197
Billy,Dixon,F,10 Stoughton Point,Vista,bdixon@twitterworks.biz,3.74E+14,americanexpress,"$405,649.67",198
Jason,Armstrong,F,04855 Talisman Crossing,Buena Park,jarmstrong@twitterwire.biz,3.02E+13,diners-club-carte-blanche,"$574,044.99",199
Nancy,Romero,F,467 Old Gate Place,Salinas,nromero@gigashots.gov,5.42355E+15,diners-club-us-ca,"$78,239.97",200
Carl,Fernandez,F,74 Russell Circle,Petaluma,cfernandez@rhynoodle.com,6.76762E+17,solo,"$865,508.15",201
Brandon,Rivera,F,66 Mendota Road,Ferndale,brivera@yozio.biz,3.53415E+15,jcb,"$132,497.75",202
Julie,Vasquez,M,09486 Northland Center,Livingston,jvasquez@quinu.com,6.05E+14,maestro,"$491,798.68",203
Jane,Gutierrez,M,513 Hooker Court,Exeter,jgutierrez@devshare.edu,6.76269E+16,maestro,-$909.54,204
Kathy,Turner,M,698 Kensington Pass,Claremont,kturner@dabjam.edu,2.02E+14,diners-club-enroute,"$696,238.45",205
Joan,Austin,M,7 Nelson Drive,Mendota,jaustin@wikibox.com,4.175E+15,visa-electron,"$7,594.85",206
Albert,Armstrong,F,3034 Coleman Park,Arcata,aarmstrong@cogilith.net,4.91325E+15,visa-electron,"$359,415.43",207
Jeffrey,Nelson,M,4794 Melby Pass,Cotati,jnelson@youspan.net,5.60225E+15,china-unionpay,"$662,884.85",208
Susan,Bowman,F,0 Stuart Parkway,Point Arena,sbowman@yakidoo.net,3.58305E+15,jcb,"-$1,329.04",209
Cheryl,Cook,M,042 Merry Lane,Cupertino,ccook@rooxo.com,4.04159E+15,visa,"$95,446.26",210
Teresa,Lopez,F,5352 Thackeray Drive,Live Oak,tlopez@yadel.info,6.33111E+17,switch,"$590,441.27",211
Denise,Cunningham,F,0027 Towne Center,Temple City,dcunningham@dabjam.gov,3.56787E+15,jcb,"$592,522.77",212
Lois,Roberts,M,63 Mayfield Terrace,San Bernardino,lroberts@tagtune.mil,3.56766E+15,jcb,"$45,583.13",213
Adam,Armstrong,M,4713 Kinsman Junction,San Leandro,aarmstrong@twitternation.edu,3.58596E+15,jcb,"$763,748.05",214
Kathleen,Adams,M,237 Kings Drive,Avalon,kadams@thoughtworks.name,6.30449E+17,maestro,"$141,957.17",215
Irene,Burton,F,676 Mallory Lane,Ventura,iburton@topicshots.com,3.55378E+15,jcb,"$84,623.81",216
Christina,Gordon,M,2 Magdeline Point,Monterey,cgordon@yodoo.biz,6.7596E+18,maestro,"$40,372.53",217
James,Franklin,F,87 Vahlen Way,San Pablo,jfranklin@pixonyx.com,4.02659E+15,visa-electron,"$790,201.39",218
Andrea,Anderson,M,5 Bowman Road,Ione,aanderson@jaxspan.edu,6.33334E+18,switch,"$963,047.23",219
Helen,Bishop,M,997 Cottonwood Court,Oxnard,hbishop@camido.org,3.04E+13,diners-club-carte-blanche,"$754,043.74",220
Edward,Cook,M,50615 Granby Lane,Plymouth,ecook@divavu.gov,3.52982E+15,jcb,"$847,819.13",221
Arthur,Jones,M,745 Alpine Lane,Weed,ajones@ntags.org,5.27226E+15,mastercard,"$846,879.58",222
Patricia,Rogers,F,0 Coolidge Pass,Hayward,progers@zooxo.biz,2.01E+14,diners-club-enroute,"$855,237.20",223
Philip,Rodriguez,F,8 Annamark Crossing,Oakley,prodriguez@blogtags.net,5.02011E+18,maestro,"$533,195.58",224
